"strong","strong_variant","sense_label","gloss","note","row_type"
"G4151","G","I","blast, wind, leeward, wind, air","(πνέω) first in : frequently in Trag., etc., ἀνέμων πνεύματα πάντων ; θαλάσσας.. πνεύματι λάβρῳ is commoner in Poets; ; κατὰ πρύμναν ἵσταται τὸ π.; κατὰ πνεῦμα στῆναι τοῦ ἄρρενος to of him, ; but κατὰ π. προσιόντες down ; πνεύματος ἀνείλησις, ἐκπύρωσις, ; as an element,","lookup"
"G4151","G","I.2","breeze, influence, air, spirit, the wind","metaphorically , θαλερωτέρῳ π. with more genial or ; αἰδοίῳ π. χώρας with or of respect on the part of the country, ; π. ταὐτὸν οὔποτ᾽.. ἐν ἀνδράσιν φίλοις βέβηκεν is constantly changing even among friends,","lookup"
"G4151","G","II","breathed air, breath, the breath, breath, the ghost","σάλπιγξ βροτείου πνεύματος πληρουμένη ; αὐλῶν, λωτοῦ π., ; π. ἀπέρρηξεν βίου of life, ; π. ἄθροισον collect ; π. ἀφεῖναι, ἀνεῖναι, μεθεῖναι, to give up ; πνεύματος διαρροαί the wind-pipe,","lookup"
"G4151","G","II.2","breathing, respiration, breathing, Aph., breathing, Epid., breath, sob..","frequently in ; π. προσκόπτον checked, difficult ; π. ἄσημον indistinct, feeble ; π. βηχῶδες ; π. μετέωρον shallow ; τὸ π. ἔχειν ἄνω to be out of ; τὸ π. ἀνήνεγκαν recovered their ; but ἀναφέρουσιν.. κλαίοντά τε καὶ ἐς τὰς ῥῖνας ἀνέλκοντα τὸ π. they","lookup"
"G4151","G","II.2.b","Acut.(Sp.)","plural , of the air imagined as filling the veins, πνευμάτων ἀπολήψιες ἀνὰ φλέβας","lookup"
"G4151","G","II.3","flatulence","in plural ,","lookup"
"G4151","G","II.4","breath of life, life, living being","π. ζωῆς ; π. ἔχειν retain ; ἐγὼ Νίνος πάλαι ποτ᾽ ἐγενόμην π. ; οὐ π. πάντα βρότεια σοὶ (i.e. Πλούτωνι) νέμετα;","lookup"
"G4151","G","II.5","that which is breathed forth, exhaled, odour","or ὦ θεῖον ὀδμῆς π. ; π. βαρὺ ἀφιεῖσα, of a tree,","lookup"
"G4151","G","II.6","breathing with which a vowel is pronounced","Grammars, ; π. δασύ, ψιλόν,","lookup"
"G4151","G","III","divine inspiration","ἄγρια.. πνεύματα θευφορίης","lookup"
"G4151","G","IV","spirit, NT","the of God, π. θεοῦ : frequently in τὸ π. τὸ ἅγιον","lookup"
"G4151","G","IV.2","spirit, NT","of man, εἴτ᾽ ἐστὶ τοῦτο π. θεῖον εἴτε νοῦς : in opposed to ψυχή, ; τῷ π., opposed to τῷ σώματι, ; also, opposed to γράμμα,","lookup"
"G4151","G","V","spiritual, immaterial being, angel","or ; τὰ ἄχραντα π., τὰ κακὰ π., ; π. πονηρόν, ψευδές, ; ἀλάλου καὶ κακοῦ π. οὖσα πλήρης (i.e. ἡ Πυθία)","lookup"
"G4151","G","VI","sentence declaimed in one breath","Rhet.,","lookup"
"G1679","","headword","ἐλπίζω",",","headword"
"G1679","","I","-ῐῶ, hope for, look for, expect, hope to, hope, expect that","Attic dialect future : aorist ἤλπισα : perfect ἤλπικα : pluperfect ἠλπίκειν :— middle , :— passive , aorist ἠλπίσθην : perfect ἤλπισμαι , , or rather (in earlier writers) :—Constr.: with accusative , : frequently with a dependent clause in infinitive , do, or or ..; with future infinitive , ἐ. μιν ἀποθανέεσθαι ; ἐ. τὴν Εὐρώπην δουλώσεσθαι (variant{-ασθαι}) : with aorist infinitive , ἐ. ποτὲ δεῖξαι ; the infinitive may be omitted, ἔκλυον ἃν.. οὐδ᾽ ἂν ἤλπισ᾽ αὐδάν (i.e. κλύειν) ; also ἐ. ὅπως.., with future , :— passive , τὸ μηδαμὰ ἐλπισθὲν ἥξειν","lookup"
"G1679","","I.2","look for, fear","of evils, , in same construction , δύστανον ἐ. αἶσαν followed by aorist subjunctive , οὐδαμὰ ἐλπίσας μή κοτε ἐλάσῃ","lookup"
"G1679","","I.3","deem, suppose that","with present infinitive , .., ; οἰκότα ἐλπίζων; βοῦν ἢ λέοντ᾽ ἤλπιζες ἐντείνειν βρόχοι;","lookup"
"G1679","","I.4","hope in","with dative , .., τῇ τύχῃ : also with Preps., ἔν τισι ; πρός τι","lookup"
"G3785","","headword","ὀφείλ-ω","Included with: ,","headword"
"G3785","","I","ὀφέλλω, -ήκειν, ὀφήλω, ὀπέλο, -IG, owe, have to pay, account for, ;, do I owe?, to be debtor, to be in debt, debtors, to be due, a debt","imperfect ὤφειλον; Epic dialect (also Aeolic dialect , imperfect ὤφελλον or ὄφελλον, see infr. II. : future ὀφειλήσω : aorist 1 ὠφείλησα (ἐπ-): perfect ὠφείληκα: pluperfect aorist 2 ὤφελον (see. below :— passive , aorist participle ὀφειληθείς . (Cretan dialect , written (see. above) and : in early Attic dialect Inscrr. written both ὀφελ 12.91.8:— or , τὸ καὶ μοιχάγρι᾽ ὀφέλλει ; ὅτι μοι.. ζωάγρι᾽ ὀφέλλεις; τί ὀφείλω what ; ὀ. ἀργύριον, χρέα, to another, : absolutely , , ; οἱ ὀφείλοντες , :— passive , , ἔνθα χρεῖός μοι ὀφέλλεται (variant{ὀφείλεται}) ; τὸ ὀφειλόμενον ,","lookup"
"G3785","","I.2","what is due","metaphorically , ὀ. μέλος τινί ; ὀ. χάριν, see at {χάρις} :— passive , ὀφείλεταί τινι ἐκ θεῶν κλέος ; τοὐφειλόμενον πράσσουσα Δίκη ,","lookup"
"G3785","","I.3","to be bound to render, incur","as a legal term, , εὐθύνας ὤφειλον , a penalty, ζημίαν","lookup"
"G3785","","I.4","to be due, liable to, our help is due","in passive , of persons, or , θανάτῳ πάντες ὀφειλόμεθα","lookup"
"G3785","","II","to be bound, to be obliged, ye are bound, ye ought to, ought, it is, destiny","with infinitive , to do, ὀφέλλετε ταῦτα πένεσθαι .., ; and of things, to be, ὁ λόγος οὐκ ἀκριβῶς ὀ. λέγεσθαι :— passive , δράσαντι γάρ τοι καὶ παθεῖν ὀφείλεται ; σοὶ τοῦτ᾽ ὀφείλεται παθεῖν thy to..,","lookup"
"G3785","","II.2","ought to have, ought, owe","in this signification Epic dialect imperfect ὤφελλον or ὄφελλον and aorist ὤφελον or ὄφελον are used of that which one has not, but , done ( being the pret. of ), ὤφελεν ἀθανάτοισιν εὔχεσθαι","lookup"
"G3785","","II.3","ought to, would that, O that thou hadst!, O that I had.. !, would thou hadst","these tenses are also used, followed by present or aorist infinitive , in wishes that something were or had been in present or past, ἀνδρὸς.. ὤφελλον ἀμείνονος εἶναι ἄκοιτις I be.., I were.. ! ; τὴν ὄφελ᾽ ἐν νήεσσι κατακτάμεν Ἄρτεμις Artemis had slain her !, , ,; ὡς ὄφελεν.. .. never.. !, ; ὤφελες.. ; ὤφελε.. ; εἴθ᾽ ὤφελ᾽.. ; εἰ γὰρ ὤφελον.. ; ὡς ὤφελες.. ; ὡς μήποτ᾽ ὤφελον.. ; ὄφελε.. ; μήποτ᾽ ὄφελον.. is used in late Epic dialect , ὡς μὴ ὤφειλες ἱκέσθαι","lookup"
"G3785","","II.3.b","","with indicative , ὤφελε μηδ᾽ ἐγένοντο θοαὶ νέες","lookup"
"G3785","","II.3.c","","ὄφελον ( adverb accusative to in this signification : with accusative et infinitive , ὤμοι ἐγών, ὄφελόν με.. ὀλέσθαι ; ὤφελον (sic) εἰ ἐδυνάμεθα πέτασθαι infinitive , ὄφελομ μὲν ἡ θεὸς.. στερῆσαι..","lookup"
"G3785","","III","it behoves, due","impersonal ὀφείλει, , with accusative et infinitive , ; ὄφελλέ με μήτε.. εἰσοράαν κτλ. participle , absolutely , αἱ ὀφείλουσαι ἱερουργίαι τῶν θεῶν the services of the gods, ; κατὰ τὸν ὀφείλοντα καιρόν . (ὦφλον, ὤφληκα, aorist and perfect of ὀφλισκάνω, were probably originally aorist and perfect of ὀφείλω: ὄφελον in signf. II. may be originally neuter participle of ὤφελε ( signification","lookup"
"G4276","","headword","προελπίζω",",","headword"
"G4276","","I","hope for before, anticipate, expect",": generally,","lookup"
"G7379","","headword","ἐπελπίζω",",","headword"
"G7379","","I","buoy up with hope","","lookup"
"G7379","","II","","intransitive , : absolutely ,","lookup"
"G7379","","II.2","hope besides","merely, ={ἐλπίζω}, , +others;","lookup"
"G5012","","headword","τᾰπεινο-φροσύνη",", ἡ,","headword"
"G5012","","I","humility, mean-spiritedness","; ,","lookup"
"G1495","","headword","εἰδωλο-λατρία",", ἡ,","headword"
"G1495","","I","idolatry","","lookup"
"G2712","","headword","κατείδωλος",", ον,","headword"
"G2712","","I","full of idols, given to idolatry","","lookup"
"G1261","","headword","διαλογ-ισμός",", ὁ,","headword"
"G1261","","I","balancing of accounts","","lookup"
"G1261","","II","calculation, consideration, consideration","; ὁ δ. οὗτος this","lookup"
"G1261","","III","debate, argument, discussion","","lookup"
"G1261","","IV","circuit court","τοῦ νομοῦ δ. ποιῆσαι","lookup"
"G1261","","V","judicial inquiry","","lookup"
"G1271","","headword","διάνοιᾰ",", ἡ,","headword"
"G1271","","I","διανοιΐα, διανοίᾱ, thought, intention, purpose, spirit, heart","Aeolic dialect , poetry also accusative to :— i.e. ; τῇ διανοίᾳ in the of his action, ; ἐξ ὅλης τῆς δ. with all one's","lookup"
"G1271","","I.2","thought, notion","","lookup"
"G1271","","II","process of thinking, thought, discursive thought","ὁ ἐντὸς τῆς ψυχῆς πρὸς αὑτὴν διάλογος.. ἐπωνομάσθη δ. ; especially opposed to νόησις,","lookup"
"G1271","","III","thinking faculty, intelligence, understanding","ὡς μεταξύ τι δόξης τε καὶ νοῦ τὴν δ. οὖσαν ; opposed to σῶμα,","lookup"
"G1271","","IV","thought expressed, meaning of, spirit","a word or passage, ; so δ., opposed to ῥητόν, opposed to letter,","lookup"
"G1271","","V","intellectual capacity","revealed in speech or action by the characters in drama,","lookup"
"G1380","","headword","δοκέω","","headword"
"G1380","","I","","imperfect ἐδόκουν, Epic dialect δοκέεσκον : — middle , δοκέοντο : participle δοκεύμενος: the future and other tenses are twofold:","lookup"
"G1380","","I.1","","future δόξω and aorist 1 ἔδοξα perfect δέδοχα inferred from pluperfect ἐδεδόχεσαν :— passive , aorist ἐδόχθην : perfect δέδογμαι : pluperfect ἐδέδοκτο","lookup"
"G1380","","I.2","-ᾱσῶ","regular forms (chiefly Trag., Comedy texts, and late Prose), future δοκήσω ; Doric dialect δοκησῶ or aorist ἐδόκησα, Epic dialect δόκ- : perfect δεδόκηκα :— passive , aorist ἐδοκήθην : perfect δεδόκημαι .; but δεδοκημένος (which see) belongs to δέχομαι.","lookup"
"G1380","","I","expect, think, suppose, imagine","(Iterat. of δέκομαι,: hence, (opposed to φρονέω,","lookup"
"G1380","","I.1","thought, methought","with accusative et infinitive , δοκέω νικησέμεν Ἕκτορα infinitive omitted, δοκῶ.. οὐδὲν ῥῆμα.. κακὸν [εἶναι] ; τούτους τι δοκεῖτε [εἶναι] ; frequently in relating a dream or vision, τεκεῖν δράκοντ᾽ ἔδοξεν she a serpent produced young, ; ἐδόκουν αἰετὸν.. φέρειν an eagle was carrying, infinitive only, ἔδοξ᾽ ἰδεῖν I saw, (sometimes also, as in signification","lookup"
"G1380","","I.1.b","think, purpose","to do, ὅταν δ᾽ ἀείδειν.. δοκῶ","lookup"
"G1380","","I.2","have, form an opinion","absolutely , or περί τινος ; mostly in parenthetic phrases, ὡς δοκῶ ; δοκῶ alone, ; πῶς δοκεῖ; to call attention to something remarked, τοῦτον, πῶς δοκεῖ; καθύβρισεν","lookup"
"G1380","","I.3","seem to myself, methinks, think","δοκῶ μοι I with infinitive , ἐγώ μοι δοκέω κατανοέειν τοῦτο ; οὔ μοι δοκῶ I not.., ; δοκῶ μοι parenthetic,","lookup"
"G1380","","I.3.b","am determined, resolved, think fit","δοκῶ μοι I with infinitive present , : with infinitive future , : with infinitive aorist , uncertain in : rarely without μοι, σὺ δ᾽ αὐτὸς ἤδη γνῶθι τίνα πέμπειν δοκεῖς","lookup"
"G1380","","I.4","seem, pretend","with infinitive (with or without negative ), ὁρέων μὲν οὐδέν, δοκέων δὲ [ὁρᾶν] uncertain reading in","lookup"
"G1380","","I.5","to be considered, current opinions","passive , δοκεῖσθαι οὕτω ; τὰ νῦν δοκούμενα περί τινος the","lookup"
"G1380","","I.6","","middle ,","lookup"
"G1380","","II","seem, seemed, felt, seem likely, be thought, to be convicted","of an Object, with dative person et infinitive present , δοκέεις δέ μοι οὐκ ἀπινύσσειν ; δόκησε δ᾽ ἄρα σφίσι θυμὸς ὣς ἔμεν ὡς εἰ.. their heart just as if.., as though.., infinitive future , δοκέει δέ μοι ὧδε λώϊον ἔσσεσθαι : with infinitive aorist (never in ; or to have done, especially of suspected persons, ; ἂν ἁλῷ καὶ δοκῇ τοὔργον εἰργάσθαι","lookup"
"G1380","","II.2","seem","absolutely , as opposed to to reality, τὸ δοκεῖν καὶ τὰν ἀλάθειαν βιᾶται","lookup"
"G1380","","II.3","seem good, be resolved on","εἰ δοκεῖ σοι ταῦτα","lookup"
"G1380","","II.4","it seems, methinks, think, opinion, to, thinking","frequently impersonal , δοκεῖ μοι to me, ὥς μοι δοκεῖ εἶναι ἄριστα ; ὡς ἐμοὶ δοκεῖ as I ; τὸ σοὶ δοκοῦν your infinitive in parenthesis clause, ὡς ἐμοὶ δοκέειν my ; without μοι,","lookup"
"G1380","","II.4.b","it seems good, it is, pleasure, when it was decreed, resolved","to me, my δοκεῖ ἡμῖν χρῆσθαι : frequently of a public resolution, τοῖσι Ἕλλησι δόξαι.. ἀπαιτέειν ; especially in decrees and the like, ἔδοξε τῇ βουλῇ, τῷ δήμῳ, :— passive , δέδοκται or δόξαν αὐτοῖς ὥστε διαναυμαχεῖν ; δόξαν δέ σφι (i.e. λιπέσθαι) ; ἰδίᾳ δοκῆσάν σοι τόδ᾽..;","lookup"
