strongNumber,stepGloss,stepTransliteration,language,count,type
G3099,Midian,madian,Greek,70,proper_noun
G3109,Macedonia,makedonia,Greek,25,proper_noun
G3110,Macedonia,makedōn,Greek,6,proper_noun
G3127,Manaen,manaēn,Greek,1,proper_noun
G3137L,Mary,maria,Greek,1,proper_noun
G3138,Mark,markos,Greek,8,proper_noun
G3159,Matthias,matthias maththias,Greek,2,proper_noun
G3194,Malta,melitē,Greek,1,proper_noun
G3318,Mesopotamia,mesopotamia,Greek,19,proper_noun
G3399,Miletus,milētos,Greek,4,proper_noun
G3412,Mitylene,mitulēnē,Greek,1,proper_noun
G3416,Mnason,mnasōn,Greek,1,proper_noun
G3434,Moloch,moloch,Greek,8,proper_noun
G3465,Mysia,musia,Greek,2,proper_noun
G3526,Niger,niger,Greek,1,proper_noun
G3527,Nicanor,nikanōr,Greek,1,proper_noun
G3532,Nicolaus,nikolaos,Greek,1,proper_noun
G3828,Pamphylia,pamfulia,Greek,5,proper_noun
G3937,Parmenas,parmenas,Greek,1,proper_noun
G3972G,Paul,paulos,Greek,169,proper_noun
G3972H, Paulus,paulos,Greek,1,proper_noun
G3974,Paphos,pafos,Greek,2,proper_noun
G4005,Pentecost,pentēkostē,Greek,3,proper_noun
G4011,Perga,pergē,Greek,3,proper_noun
G4196,Publius,poplios,Greek,2,proper_noun
G4201,Porcius,porkios,Greek,1,proper_noun
G4223,Puteoli,potioloi,Greek,1,proper_noun
G4252,Priscilla,priskilla,Greek,6,proper_noun
G4402,Prochorus,prochoros,Greek,1,proper_noun
G4424,Ptolemais,ptolemais,Greek,1,proper_noun
G4481,Rephan,refan raifan romfa remfan,Greek,2,proper_noun
G4484,Rhegium,rēgion,Greek,1,proper_noun
G4498,Rhoda,rodē,Greek,1,proper_noun
G4516,Rome,rōmē,Greek,15,proper_noun
G4529,Salamis,salamis,Greek,1,proper_noun
G4534,Salmone,salmōnē,Greek,1,proper_noun
G4544,Samos,samos,Greek,1,proper_noun
G4545,Samuel,samouēl,Greek,151,proper_noun
G4549G,Saul,saoul,Greek,422,proper_noun
G4549H,Saul,saoul,Greek,1,proper_noun
G4551,Sapphira,sapfeirē,Greek,1,proper_noun
G4569G,Saul,saulos,Greek,17,proper_noun
G4575,Augustan,sebastos,Greek,3,proper_noun
G4581,Seleucia,seleukeia,Greek,1,proper_noun
G4588,Sergius,sergios,Greek,1,proper_noun
G4606,Sidonian,sidōnios,Greek,16,proper_noun
G4609,Silas,silas,Greek,13,proper_noun
G4613M,Simon,simōn,Greek,3,proper_noun
G4613N,Simon,simōn,Greek,5,proper_noun
G4630,Sceva,skeuas,Greek,1,proper_noun
G4736,Stephen,stefanos,Greek,6,proper_noun
G4770,Stoic,stōikos,Greek,1,proper_noun
G4826I,Simeon,sumeōn,Greek,1,proper_noun
G4826K,Simeon,sumeōn,Greek,2,proper_noun
G4950,Syrtis,surtis,Greek,1,proper_noun
G4966,Shechem,suchem,Greek,72,proper_noun
G4999, Taverns,tabernai,Greek,1,proper_noun
G5000,Tabitha,tabitha,Greek,2,proper_noun
G5019,Tarsus,tarsos,Greek,4,proper_noun
G5061,Tertullus,tertullos,Greek,2,proper_noun
G5095,Timothy,timotheos,Greek,28,proper_noun
G5096,Timon,timōn,Greek,1,proper_noun
G5161,Trophimus,trofimos,Greek,3,proper_noun
G5174,Troas,trōas,Greek,6,proper_noun
G5181,Tyrannus,turannos,Greek,8,proper_noun
G5183,Tyre,turios,Greek,6,proper_noun
G5328G,Pharaoh,faraō,Greek,290,proper_noun
G5344,Felix,fēlix,Greek,9,proper_noun
G5347,Festus,fēstos,Greek,13,proper_noun
G5375,Philippi,filippoi,Greek,6,proper_noun
G5376J,Philip,filippos,Greek,16,proper_noun
G5403,Phoenicia,foinikē,Greek,10,proper_noun
G5405,Phoenix,foinix,Greek,1,proper_noun
G5410,Forum,foron,Greek,1,proper_noun
G5435,Phrygia,frugia,Greek,4,proper_noun
G5466,Chaldean,chaldaios,Greek,88,proper_noun
G5477,Canaan,chanaan,Greek,179,proper_noun
G5488,Haran,charran,Greek,26,proper_noun
G5508,Chios,chios,Greek,1,proper_noun
G5546,Christian,christianos,Greek,3,proper_noun
G6084,Titius,titios,Greek,1,proper_noun
G0291,Ampliatus,amplias,Greek,1,proper_noun
G0408,Andronicus,andronikos,Greek,1,proper_noun
G0559,Apelles,apellēs,Greek,1,proper_noun
G0711,Aristobulus,aristoboulos,Greek,1,proper_noun
G0799,Asyncritus,asunkritos,Greek,1,proper_noun
G0896,Baal,baal,Greek,92,proper_noun
G1050I,Gaius,gaios,Greek,4,proper_noun
G1866,Epaenetus,epainetos,Greek,2,proper_noun
G2057,Hermas,hermas,Greek,3,proper_noun
G2060H,Hermes,hermēs,Greek,2,proper_noun
G2267,Herodion,hērōdiōn,Greek,1,proper_noun
G2269H,Esau,ēsau,Greek,2,proper_noun
G2319,God-hating,theostugēs,Greek,1,proper_noun
G2437,Illyricum,illurikon,Greek,1,proper_noun
G2456,Julia,ioulia,Greek,1,proper_noun
G2458,Junia,iounias,Greek,1,proper_noun
G2890,Quartus,kouartos,Greek,1,proper_noun
G3137M,Mary,maria,Greek,2,proper_noun
G3488,Narcissus,narkissos,Greek,1,proper_noun
G3517,Nereus,nēreus,Greek,1,proper_noun
G3652,Olympas,olumpas,Greek,1,proper_noun
G3773,Urbanus,ourbanos,Greek,1,proper_noun
G3969,Patrobas,patrobas,Greek,1,proper_noun
G4069,Persis,persis,Greek,2,proper_noun
G4251,Prisca,priska,Greek,3,proper_noun
G4479,Rebekah,rebekka,Greek,35,proper_noun
G4564,Sarah,sarra,Greek,41,proper_noun
G4681,Spain,spania,Greek,2,proper_noun
G4720,Stachys,stachus,Greek,1,proper_noun
G5170,Tryphaena,trufaina,Greek,1,proper_noun
G5173,Tryphosa,trufōsa,Greek,1,proper_noun
G5328I,Pharaoh,faraō,Greek,1,proper_noun
G5378,Philologus,filologos,Greek,1,proper_noun
G5393,Phlegon,flegōn,Greek,1,proper_noun
G5402,Phoebe,foibē,Greek,2,proper_noun
G5617,Hosea,hōsēe,Greek,16,proper_noun
G0883,Achaicus,achaikos,Greek,2,proper_noun
G1053,Galatia,galatia,Greek,4,proper_noun
G4734,Stephanas,stefanas,Greek,4,proper_noun
G4988,Sosthenes,sōsthenēs,Greek,2,proper_noun
G5415,Fortunatus,fortounatos,Greek,2,proper_noun
G5514G,Chloe,chloē,Greek,10,proper_noun
G0955,Belial,belial,Greek,2,proper_noun
G2096,Eve,eua,Greek,4,proper_noun
G4610,Silvanus,silouanos,Greek,4,proper_noun
G5103,Titus,titos,Greek,15,proper_noun
G0028,Hagar,agar,Greek,19,proper_noun
G0688,Arabia,arabia,Greek,21,proper_noun
G1052,Galatian,galatēs,Greek,2,proper_noun
G2454,Judaism,ioudaismos,Greek,2,proper_noun
G5190,Tychicus,tuchikos,Greek,7,proper_noun
G1891,Epaphroditus,epafroditos,Greek,3,proper_noun
G2136,Euodia,euodia,Greek,2,proper_noun
G2541I,Caesar,kaisar,Greek,2,proper_noun
G2815,Clement,klēmēs,Greek,1,proper_noun
G4941,Syntyche,suntuchē,Greek,1,proper_noun
G5374,Philippian,filippēsios,Greek,2,proper_noun
G0751,Archippus,archippos,Greek,2,proper_noun
G1214,Demas,dēmas,Greek,3,proper_noun
G1889,Epaphras,epafras,Greek,3,proper_noun
G2404,Hierapolis,hierapolis,Greek,1,proper_noun
G2424J,Jesus,iēsous,Greek,1,proper_noun
G2459H,Justus,ioustos,Greek,1,proper_noun
G2857G,Colossae,kolossai,Greek,1,proper_noun
G2858,Colossae,kolassaeus,Greek,1,proper_noun
G2993,Laodicea,laodikeia,Greek,7,proper_noun
G2994,Laodicean,laodikeus,Greek,3,proper_noun
G3065,Luke,loukas,Greek,4,proper_noun
G3564,Nympha,numfas,Greek,1,proper_noun
G3682,Onesimus,onēsimos,Greek,4,proper_noun
G0223J,Alexander,alexandros,Greek,2,proper_noun
G5211,Hymenaeus,humenaios,Greek,2,proper_noun
G1149,Dalmatia,dalmatia,Greek,1,proper_noun
G2061,Hermogenes,hermogenēs,Greek,1,proper_noun
G2103,Eubulus,euboulos,Greek,1,proper_noun
G2131G,Eunice,eunikē,Greek,1,proper_noun
G2315,God-breathed,theopneustos,Greek,1,proper_noun
G2387,Jambres,iambrēs,Greek,1,proper_noun
G2389,Jannes,iannēs,Greek,1,proper_noun
G2591,Carpus,karpos,Greek,1,proper_noun
G2803,Claudia,klaudia,Greek,1,proper_noun
G2913,Crescens,krēskēs,Greek,1,proper_noun
G3044,Linus,linos,Greek,1,proper_noun
G3090,Lois,lōis,Greek,1,proper_noun
G3683,Onesiphorus,onēsiforos,Greek,2,proper_noun
G4227,Pudens,poudēs,Greek,1,proper_noun
G5372,Philetus,filētos,Greek,1,proper_noun
G5436,Phygelus,fugellos,Greek,1,proper_noun
G0734,Artemas,artemas,Greek,1,proper_noun
G2211,Zenas,zēnas,Greek,1,proper_noun
G2451,Jewish,ioudaikos,Greek,3,proper_noun
G3533,Nicopolis,nikopolis,Greek,2,proper_noun
G5371,Philemon,filēmōn,Greek,2,proper_noun
G0913,Barak,barak,Greek,15,proper_noun
G1066,Gideon,gedeōn,Greek,46,proper_noun
G1802,Enoch,enōch,Greek,21,proper_noun
G2269G,Esau,ēsau,Greek,108,proper_noun
G2422,Jephthah,iefthae,Greek,31,proper_noun
G2535,Cain,kain,Greek,20,proper_noun
G3017J,Levi,leui,Greek,7,proper_noun
G3020,Levitical,leuitikos,Greek,1,proper_noun
G3198,Melchizedek,melchisedek,Greek,11,proper_noun
G4460,Rahab,raab,Greek,13,proper_noun
G4532,Salem,salēm,Greek,6,proper_noun
G4546,Samson,sampsōn,Greek,44,proper_noun
G5328H,Pharaoh,faraō,Greek,2,proper_noun
G5502,Cherub,cheroubim,Greek,74,proper_noun
G2492,Job,iōb,Greek,61,proper_noun
G2587,Cappadocia,kappadokia,Greek,6,proper_noun
G4195,Pontus,pontos,Greek,3,proper_noun
G0903,Balaam,balaam,Greek,66,proper_noun
G1007,Beor,bosor beōr,Greek,22,proper_noun
G1050J,Gaius,gaios,Greek,2,proper_noun
G1361,Diotrephes,diotrefēs,Greek,1,proper_noun
G2879,Korah,kore,Greek,49,proper_noun
G3413,Michael,michaēl,Greek,15,proper_noun
G0001G,Alpha,a alfa,Greek,6,proper_noun
G0003,Abaddon,abaddōn,Greek,4,proper_noun
G0493,Antipas,antipas,Greek,1,proper_noun
G0623,Apollyon,apolluōn,Greek,1,proper_noun
G0717,Armageddon,armageddōn,Greek,4,proper_noun
G0904,Balak,balak,Greek,50,proper_noun
G1136,Gog,gōg,Greek,16,proper_noun
G1673,Greek,hellēnikos,Greek,3,proper_noun
G2166,Euphrates,eufratēs,Greek,22,proper_noun
G2179,Ephesus,efesinos,Greek,1,proper_noun
G2403,Jezebel,iezabēl,Greek,23,proper_noun
G3098,Magog,magōg,Greek,5,proper_noun
G3531,Nicolaitan,nikolaitēs,Greek,2,proper_noun
G3963,Patmos,patmos,Greek,1,proper_noun
G4010,Pergamum,pergamos,Greek,2,proper_noun
G4554,Sardis,sardeis,Greek,3,proper_noun
G4667,Smyrna,smurna,Greek,3,proper_noun
G4668,Smyrnaean,smurnaiōn,Greek,2,proper_noun
G5359,Philadelphia,filadelfeia,Greek,2,proper_noun
G5598,Omega,ō ōmega,Greek,6,proper_noun
H0040G,Abimelech,a.vi.me.lekh,Hebrew,24,proper_noun
H0067,Abel-mizraim,a.vel mits.ra.yim,Hebrew,2,proper_noun
H0087,Abram,av.ram,Hebrew,61,proper_noun
H0110,Adbeel,ad.be.el,Hebrew,2,proper_noun
H0123H,Edom,e.dom,Hebrew,7,proper_noun
H0173,Oholibamah,o.ho.li.va.mah,Hebrew,8,proper_noun
H0201,Omar,o.mar,Hebrew,3,proper_noun
H0204,On,on,Hebrew,4,proper_noun
H0209,Onan,o.nan,Hebrew,8,proper_noun
H0218B,Ur,ur,Hebrew,4,proper_noun
H0276,Ahuzzath,a.chuz.zat,Hebrew,1,proper_noun
H0329G,Atad,a.tad,Hebrew,2,proper_noun
H0345G,Aiah,ay.yah,Hebrew,2,proper_noun
H0356G,Elon,e.lon,Hebrew,2,proper_noun
H0364,El-paran,el pa.ran,Hebrew,2,proper_noun
H0390,Accad,ak.kad,Hebrew,1,proper_noun
H0416,El-bethel,el bet-el,Hebrew,3,proper_noun
H0439,Allon-bacuth,al.lon ba.khut,Hebrew,2,proper_noun
H0461G,Eliezer,e.li.e.zer,Hebrew,1,proper_noun
H0464G,Eliphaz,e.li.phaz,Hebrew,9,proper_noun
H0495,Ellasar,el.la.sar,Hebrew,2,proper_noun
H0569,Amraphel,am.ra.phel,Hebrew,2,proper_noun
H0583,Enosh,e.nosh,Hebrew,7,proper_noun
H0621,Asenath,a.se.nat,Hebrew,3,proper_noun
H0672H,Ephrath,eph.ra.tah,Hebrew,6,proper_noun
H0746A,Arioch,ar.yokh,Hebrew,2,proper_noun
H0751,Erech,e.rekh,Hebrew,1,proper_noun
H0761J,Aramean,a.ram.mi,Hebrew,6,proper_noun
H0763G,Mesopotamia,a.ram na.ha.ra.yim,Hebrew,8,proper_noun
H0775,Arpachshad,ar.pakh.shad,Hebrew,9,proper_noun
H0780,Ararat,a.ra.rat,Hebrew,4,proper_noun
H0805A,Asshurim,a.shu.ri,Hebrew,1,proper_noun
H0812G,Eshcol,esh.kol,Hebrew,2,proper_noun
H0836,Asher,a.sher,Hebrew,43,proper_noun
H0882G,Beeri,be.e.ri,Hebrew,1,proper_noun
H0883,Beer-lahai-roi,be.er la.chay ro.i,Hebrew,9,proper_noun
H0884,Beersheba,be.er she.va,Hebrew,68,proper_noun
H0911,Bedad,be.dad,Hebrew,2,proper_noun
H1090A,Bilhah,bil.hah,Hebrew,12,proper_noun
H1106B,Bela,be.la,Hebrew,2,proper_noun
H1106G,Bela,be.la,Hebrew,4,proper_noun
H1126,Ben-oni,ben-o.ni,Hebrew,2,proper_noun
H1151,Ben-ammi,ben-am.mi,Hebrew,2,proper_noun
H1160G,Beor,be.or,Hebrew,2,proper_noun
H1177G,Baal-hanan,ba.al cha.nan,Hebrew,8,proper_noun
H1260G,Bered,be.red,Hebrew,1,proper_noun
H1298,Bera,be.ra,Hebrew,1,proper_noun
H1306,Birsha,bir.sha,Hebrew,1,proper_noun
H1315H,Basemath,ba.se.mat,Hebrew,1,proper_noun
H1315I,Basemath,ba.se.mat,Hebrew,5,proper_noun
H1328A,Bethuel,be.tu.el,Hebrew,9,proper_noun
H1410G,Gad,gad,Hebrew,57,proper_noun
H1514,Gaham,ga.cham,Hebrew,1,proper_noun
H1521,Gihon,gi.chon,Hebrew,6,proper_noun
H1567,Galeed,gal.ed,Hebrew,1,proper_noun
H1609,Gatam,ga.tam,Hebrew,3,proper_noun
H1642,Gerar,ge.rar,Hebrew,10,proper_noun
H1657G,Goshen,go.shen,Hebrew,12,proper_noun
H1683G,Deborah,de.vo.rah,Hebrew,1,proper_noun
H1697O,Chronicles,da.var,Hebrew,34,proper_noun
H1719C,Dedan,ro.dan,Hebrew,3,proper_noun
H1783,Dinah,di.nah,Hebrew,8,proper_noun
H1835G,Dan,dan,Hebrew,65,proper_noun
H1835H,Dan,dan,Hebrew,6,proper_noun
H1838,Dinhabah,din.ha.vah,Hebrew,2,proper_noun
H1886,Dothan,do.tan,Hebrew,3,proper_noun
H1893,Abel,he.vel,Hebrew,8,proper_noun
H1904,Hagar,ha.gar,Hebrew,12,proper_noun
H1908G,Hadad,ha.dad,Hebrew,4,proper_noun
H1924,Hadar,ha.dar,Hebrew,1,proper_noun
H1967,Hemam,he.mam,Hebrew,1,proper_noun
H2039G,Haran,ha.ran,Hebrew,6,proper_noun
H2074,Zebulun,ze.vu.lun,Hebrew,45,proper_noun
H2153,Zilpah,zil.pah,Hebrew,7,proper_noun
H2226G,Zerah,ze.rach,Hebrew,3,proper_noun
H2226H,Zerah,ze.rach,Hebrew,2,proper_noun
H2226I,Zerah,ze.rach,Hebrew,11,proper_noun
H2275A,Hebron,chev.ron,Hebrew,62,proper_noun
H2327,Hobah,cho.vah,Hebrew,1,proper_noun
H2332,Eve,chav.vah,Hebrew,2,proper_noun
H2340,Hivite,chiv.vi,Hebrew,25,proper_noun
H2341G,Havilah,cha.vi.lah,Hebrew,1,proper_noun
H2341J,Havilah,cha.vi.lah,Hebrew,2,proper_noun
H2367,Husham,chu.sham,Hebrew,4,proper_noun
H2437,Hirah,chi.rah,Hebrew,2,proper_noun
H2526G,Ham,cham,Hebrew,11,proper_noun
H2538,Hamul,cha.mul,Hebrew,3,proper_noun
H2544,Hamor,cha.mor,Hebrew,13,proper_noun
H2585G,Enoch,cha.nokh,Hebrew,3,proper_noun
H2585H,Enoch,cha.nokh,Hebrew,7,proper_noun
H2688,Hazazon-tamar,cha.tsa.tson ta.mar,Hebrew,4,proper_noun
H2696H,Hezron,chets.ron,Hebrew,12,proper_noun
H2752,Horite,cho.ri,Hebrew,6,proper_noun
H2753H,Hori,cho.ri,Hebrew,3,proper_noun
H2771A,Haran,cha.ran,Hebrew,10,proper_noun
H2845,Heth,chet,Hebrew,14,proper_noun
H2850,Hittite,chit.ti,Hebrew,48,proper_noun
H2875,Tebah,te.vach,Hebrew,1,proper_noun
H2975G,Nile,ye.or,Hebrew,50,proper_noun
H2989,Jabal,ya.val,Hebrew,1,proper_noun
H2999,Jabbok,yab.boq,Hebrew,7,proper_noun
H3026A,Jegar,ye.gar,Hebrew,1,proper_noun
H3067,Judith,ye.hu.dit,Hebrew,1,proper_noun
H3103H,Jobab,yo.vav,Hebrew,4,proper_noun
H3106,Jubal,yu.val,Hebrew,1,proper_noun
H3252,Iscah,yis.kah,Hebrew,1,proper_noun
H3266G,Jeush,ye.ush,Hebrew,10,proper_noun
H3281,Jalam,ya.lam,Hebrew,4,proper_noun
H3315,Japheth,ye.phet,Hebrew,11,proper_noun
H3327,Isaac,yits.chaq,Hebrew,108,proper_noun
H3355,Joktan,yoq.tan,Hebrew,6,proper_noun
H3370,Jokshan,yoq.shan,Hebrew,4,proper_noun
H3382G,Jared,ye.red,Hebrew,6,proper_noun
H3383,Jordan,yar.den,Hebrew,185,proper_noun
H3458G,Ishmael,yish.ma.el,Hebrew,20,proper_noun
H3459,Ishmaelite,yish.me.e.li,Hebrew,8,proper_noun
H3485G,Issachar,yis.sa.s.khar,Hebrew,42,proper_noun
H3509,Jetheth,ye.tet,Hebrew,2,proper_noun
H3540,Chedorlaomer,ke.dor.la.o.mer,Hebrew,7,proper_noun
H3568A,Cush,kush,Hebrew,20,proper_noun
H3568G,Cush,kush,Hebrew,6,proper_noun
H3580,Chezib,ke.ziv,Hebrew,1,proper_noun
H3625,Calah,ke.lach,Hebrew,2,proper_noun
H3641A,Calneh,kal.neh,Hebrew,1,proper_noun
H3667A,Canaan,ke.na.an,Hebrew,80,proper_noun
H3667G,Canaan,ke.na.an,Hebrew,9,proper_noun
H3695,Casluhim,kas.lu.chim,Hebrew,2,proper_noun
H3732,Caphtorim,kaph.to.ri,Hebrew,3,proper_noun
H3812,Leah,le.ah,Hebrew,34,proper_noun
H3817,Leummim,le.um.mim,Hebrew,1,proper_noun
H3837A,Laban,la.van,Hebrew,54,proper_noun
H3870H,Luz,luz,Hebrew,7,proper_noun
H3876G,Lot,lot,Hebrew,33,proper_noun
H3877,Lotan,lo.tan,Hebrew,7,proper_noun
H3878,Levi,le.vi,Hebrew,59,proper_noun
H3912,Letushim,le.tu.shim,Hebrew,1,proper_noun
H3929G,Lamech,le.mekh,Hebrew,5,proper_noun
H3929H,Lamech,le.mekh,Hebrew,6,proper_noun
H3962,Lasha,le.sha,Hebrew,1,proper_noun
H4017G,Mibsam,miv.sam,Hebrew,2,proper_noun
H4080H,Midian,mid.yan,Hebrew,55,proper_noun
H4084,Midianite,mid.ya.ni,Hebrew,7,proper_noun
H4092,Midianite,me.da.ni,Hebrew,8,proper_noun
H4105G,Mehetabel,me.he.tav.el,Hebrew,2,proper_noun
H4111G,Mahalalel,ma.ha.lal.el,Hebrew,6,proper_noun
H4124H,Moab,mo.av,Hebrew,2,proper_noun
H4176G,Moreh,mo.reh,Hebrew,2,proper_noun
H4199,Mizzah,miz.zah,Hebrew,3,proper_noun
H4258G,Mahalath,ma.cha.lat,Hebrew,1,proper_noun
H4266,Mahanaim,ma.cha.na.yim,Hebrew,13,proper_noun
H4308G,Matred,mat.red,Hebrew,2,proper_noun
H4314,Mezahab,me za.hav,Hebrew,4,proper_noun
H4353G,Machir,ma.khir,Hebrew,19,proper_noun
H4375,Machpelah,makh.pe.lah,Hebrew,6,proper_noun
H4428L,King's,me.lekh,Hebrew,4,proper_noun
H4435G,Milcah,mil.kah,Hebrew,7,proper_noun
H4471G,Mamre,mam.re,Hebrew,9,proper_noun
H4471H,Mamre,mam.re,Hebrew,1,proper_noun
H4519G,Manasseh,me.nash.sheh,Hebrew,119,proper_noun
H4601G,Maacah,ma.a.khah,Hebrew,1,proper_noun
H4713,Egyptian,mits.ri,Hebrew,70,proper_noun
H4852,Mesha,me.sha,Hebrew,1,proper_noun
H4957,Masrekah,mas.re.qah,Hebrew,2,proper_noun
H4968,Methuselah,me.tu.she.lach,Hebrew,6,proper_noun
H5032,Nebaioth,ne.va.vot,Hebrew,5,proper_noun
H5113,Nod,nod,Hebrew,1,proper_noun
H5146,Noah,no.ach,Hebrew,46,proper_noun
H5152G,Nahor,na.chor,Hebrew,6,proper_noun
H5152H,Nahor,na.chor,Hebrew,12,proper_noun
H5184G,Nahath,na.chat,Hebrew,3,proper_noun
H5303,Nephilim,ne.phi.lim,Hebrew,3,proper_noun
H5321G,Naphtali,naph.ta.li,Hebrew,49,proper_noun
H5467,Sodom,se.dom,Hebrew,39,proper_noun
H5523G,Succoth,suk.kot,Hebrew,14,proper_noun
H5611,Sephar,se.phar,Hebrew,1,proper_noun
H5677G,Eber,e.ver,Hebrew,11,proper_noun
H5711G,Adah,a.dah,Hebrew,3,proper_noun
H5711H,Adah,a.dah,Hebrew,5,proper_noun
H5726,Adullamite,a.dul.la.mi,Hebrew,3,proper_noun
H5762,Avith,a.vit,Hebrew,5,proper_noun
H5857G,Ai,ay,Hebrew,39,proper_noun
H5879G,Enaim,e.nam,Hebrew,2,proper_noun
H5880,En-mishpat,en mish.pat,Hebrew,2,proper_noun
H5907G,Achbor,akh.bor,Hebrew,3,proper_noun
H5933,Alvah,al.vah,Hebrew,5,proper_noun
H6002H,Amalek,a.ma.leq,Hebrew,2,proper_noun
H6003,Amalekite,a.ma.le.qi,Hebrew,12,proper_noun
H6017,Gomorrah,a.mo.rah,Hebrew,19,proper_noun
H6034,Anah,a.nah,Hebrew,12,proper_noun
H6063G,Aner,a.ner,Hebrew,2,proper_noun
H6085G,Ephron,eph.ron,Hebrew,12,proper_noun
H6147G,Er,er,Hebrew,9,proper_noun
H6215G,Esau,e.sav,Hebrew,77,proper_noun
H6230,Esek,e.seq,Hebrew,1,proper_noun
H6290G,Paran,pa.ran,Hebrew,9,proper_noun
H6307,Paddan,pad.dan,Hebrew,11,proper_noun
H6318,Potiphar,po.ti.phar,Hebrew,2,proper_noun
H6319,Potiphera,po.ti phe.ra,Hebrew,6,proper_noun
H6369,Phicol,pi.khol,Hebrew,3,proper_noun
H6376,Pishon,pi.shon,Hebrew,1,proper_noun
H6389,Peleg,pe.leg,Hebrew,7,proper_noun
H6430H,Philistine,pe.lish.ti,Hebrew,2,proper_noun
H6439G,Peniel,pe.nu.el,Hebrew,7,proper_noun
H6464,Pau,pa.u,Hebrew,2,proper_noun
H6522,Perizzite,pe.riz.zi,Hebrew,23,proper_noun
H6547G,Pharaoh,par.oh,Hebrew,6,proper_noun
H6547H,Pharaoh,par.oh,Hebrew,88,proper_noun
H6557,Perez,pe.rets,Hebrew,15,proper_noun
H6578,Euphrates,pe.rat,Hebrew,19,proper_noun
H6625,Pathrusim,pat.ru.sim,Hebrew,2,proper_noun
H6649,Zibeon,tsiv.on,Hebrew,6,proper_noun
H6714G,Zohar,tso.char,Hebrew,3,proper_noun
H6741,Zillah,tsil.lah,Hebrew,3,proper_noun
H6820,Zoar,tso.ar,Hebrew,10,proper_noun
H6825,Zepho,tse.pho tse.phi,Hebrew,3,proper_noun
H6847,Zaphenath-paneah,tsa.phe.nat pa.ne.ach,Hebrew,2,proper_noun
H6938,Kedar,qe.dar,Hebrew,12,proper_noun
H6946G,Kadesh,qa.desh,Hebrew,15,proper_noun
H6989,Keturah,qe.tu.rah,Hebrew,4,proper_noun
H7014B,Cain,qa.yin,Hebrew,16,proper_noun
H7018,Kenan,qe.nan,Hebrew,6,proper_noun
H7073G,Kenaz,qe.naz,Hebrew,5,proper_noun
H7141G,Korah,qo.rach,Hebrew,4,proper_noun
H7153,Kiriath-arba,qir.yat ar.ba,Hebrew,18,proper_noun
H7205,Reuben,re.u.ven,Hebrew,72,proper_noun
H7208,Reumah,re.u.mah,Hebrew,1,proper_noun
H7259,Rebekah,riv.qah,Hebrew,30,proper_noun
H7344G,Rehoboth,re.cho.vot,Hebrew,1,proper_noun
H7344H,Rehoboth,re.cho.vot,Hebrew,2,proper_noun
H7344I,Rehoboth,re.cho.vot,Hebrew,1,proper_noun
H7354,Rachel,ra.chel,Hebrew,47,proper_noun
H7449,Resen,re.sen,Hebrew,1,proper_noun
H7466,Reu,re.u,Hebrew,5,proper_noun
H7467G,Reuel,re.u.el,Hebrew,7,proper_noun
H7486G,Rameses,ra.am.ses,Hebrew,4,proper_noun
H7586I,Shaul,sha.ul,Hebrew,4,proper_noun
H7614I,Sheba,she.va,Hebrew,2,proper_noun
H7656,Shibah,shiv.ah,Hebrew,1,proper_noun
H7704A,Sirion,sa.day,Hebrew,1,proper_noun
H7708,Valley,sid.dim,Hebrew,3,proper_noun
H7732G,Shobal,sho.val,Hebrew,5,proper_noun
H7740,Shaveh,sha.veh,Hebrew,2,proper_noun
H7770,Shua,shu.a,Hebrew,2,proper_noun
H7793,Shur,shur,Hebrew,6,proper_noun
H7856,Sitnah,sit.nah,Hebrew,1,proper_noun
H7927H,Shechem,she.khem,Hebrew,12,proper_noun
H7956,Shelah,she.lah,Hebrew,8,proper_noun
H7974,Shelah,she.lach,Hebrew,9,proper_noun
H8035,Shem,shem,Hebrew,17,proper_noun
H8038,Shemeber,shem.e.ver,Hebrew,1,proper_noun
H8048G,Shammah,sham.mah,Hebrew,3,proper_noun
H8072,Samlah,sam.lah,Hebrew,4,proper_noun
H8095G,Simeon,shim.on,Hebrew,43,proper_noun
H8134,Shinab,shin.av,Hebrew,1,proper_noun
H8165A,Seir,se.ir,Hebrew,23,proper_noun
H8165B,Seir,se.ir,Hebrew,3,proper_noun
H8283,Sarah,sa.rah,Hebrew,38,proper_noun
H8286,Serug,se.rug,Hebrew,5,proper_noun
H8297,Sarai,sa.ray,Hebrew,17,proper_noun
H8352,Seth,shet,Hebrew,9,proper_noun
H8413,Tidal,tid.al,Hebrew,2,proper_noun
H8477,Tahash,ta.chash,Hebrew,1,proper_noun
H8487G,Teman,te.man,Hebrew,5,proper_noun
H8489,Temanite,te.ma.ni,Hebrew,8,proper_noun
H8553G,Timnah,tim.nah,Hebrew,11,proper_noun
H8555,Timna,tim.na,Hebrew,6,proper_noun
H8559G,Tamar,ta.mar,Hebrew,7,proper_noun
H8646G,Terah,te.rach,Hebrew,11,proper_noun
H0024,Abib,a.viv,Hebrew,8,proper_noun
H0030,Abihu,a.vi.hu,Hebrew,12,proper_noun
H0171,Oholiab,o.ho.li.av,Hebrew,5,proper_noun
H0221G,Uri,u.ri,Hebrew,6,proper_noun
H0224,Urim,u.rim,Hebrew,8,proper_noun
H0294,Ahisamach,a.chi.sa.makh,Hebrew,3,proper_noun
