"strong","strong_variant","sort","sense_code","gloss","verse_refs","note","row_type"
"H7911","","5","1c)","(Piel) to cause to forget","","","description"
"H7911","","6","1d)","(Hiphil) to make or cause to forget","","","description"
"H7911","","7","1e)","(Hithpael) to be forgotten","","","description"
"H7911","","8","","Aramaic equivalent: she.khach (שְׁכַח ""to find"" H7912)","","","description"
"H7913","","0","","forgetting, forgetful, forget","","","lookup"
"H7914","","0","1)","image, ship, craft","","","lookup"
"H7914","","1","1a)","meaning very uncertain","","","lookup"
"H7919","","0","1)","to be prudent, be circumspect, wisely understand, prosper","","","description"
"H7919","","1","1a)","(Qal) to be prudent, be circumspect","","","description"
"H7919","","2","1b)","(Hiphil)","","","not applicable"
"H7919","","3","1b1)","to look at or upon, have insight","","","description"
"H7919","","4","1b2)","to give attention to, consider, ponder, be prudent","","","description"
"H7919","","5","1b3)","to have insight, have comprehension","","","description"
"H7919","","6","1b3a)","insight, comprehension (subst)","","","lookup"
"H7919","","7","1b4)","to cause to consider, give insight, teach","","","description"
"H7919","","8","1b4a)","the teachers, the wise","","","description"
"H7919","","9","1b5)","to act circumspectly, act prudently, act wisely","","","description"
"H7919","","10","1b6)","to prosper, have success","","","description"
"H7919","","11","1b7)","to cause to prosper","","","description"
"H7919","","12","","Aramaic equivalent: se.khal (שְׂכַל ""to contemplate"" H7920)","","","description"
"H7921","","0","1)","to be bereaved, make childless, miscarry","","","description"
"H7921","","1","1a)","(Qal) to be bereaved","","","description"
"H7921","","2","1b)","(Piel)","","","not applicable"
"H7921","","3","1b1)","to make childless","","","lookup"
"H7921","","4","1b2)","to cause barrenness, show barrenness or abortion","","","description"
"H7921","","5","1b3)","to miscarry","","","lookup"
"H7921","","6","1c)","(Hiphil) miscarrying (participle)","","","lookup"
"H7922","","0","1)","prudence, insight, understanding","","","lookup"
"H7922","","1","1a)","prudence, good sense","","","lookup"
"H7922","","2","1b)","insight, understanding","","","lookup"
"H7922","","3","1c)","cunning, craft (bad sense)","","","description"
"H7922","","4","","Aramaic equivalent: sokh.le.ta.nu (שׇׂכְלְתָנוּ ""insight"" H7924)","","","description"
"H7924","","0","","insight","","","lookup"
"H7924","","1","","Aramaic of se.khel (שֵׂ֫כֶל ""understanding"" H7922)","","","description"
"H7931","","0","1)","to settle down, abide, dwell, tabernacle, reside","","","description"
"H7931","","1","1a)","(Qal)","","","not applicable"
"H7931","","2","1a1)","to settle down to abide","","","description"
"H7931","","3","1a2)","to abide, dwell, reside","","","description"
"H7931","","4","1b)","(Piel)","","","not applicable"
"H7931","","5","1b1)","to make settle down, establish","","","description"
"H7931","","6","1b2)","to make or cause to dwell","","","description"
"H7931","","7","1c)","(Hiphil)","","","not applicable"
"H7931","","8","1c1)","to lay, place, set, establish, settle, fix","","","description"
"H7931","","9","1c2)","to cause to dwell or abide","","","description"
"H7931","","10","","Aramaic equivalent: she.khan (שְׁכֵן ""to dwell"" H7932)","","","description"
"H7937","","0","1)","to be or become drunk or drunken, be intoxicated","","","description"
"H7937","","1","1a)","(Qal) to become drunken","","","description"
"H7937","","2","1b)","(Piel) to make drunken, cause to be drunk","","","description"
"H7937","","3","1c)","(Hiphil) to cause to be drunk","","","description"
"H7937","","4","1d)","(Hithpael) to make oneself drunk","","","description"
"H7948","","0","","joinings (of bases)","","","lookup"
"H7951","","0","1)","to be at rest, prosper, be quiet, be at ease","","","description"
"H7951","","1","1a)","(Qal)","","","not applicable"
"H7951","","2","1a1)","to be or have quiet","","","description"
"H7951","","3","1a2)","to be at ease, prosper","","","description"
"H7951","","4","","Aramaic equivalent: she.lah (שְׁלֵה ""safe"" H7954)","","","description"
"H7954","","0","","(P'al) at ease","","","lookup"
"H7954","","1","","Aramaic of sha.lah (שָׁלָה ""to prosper"" H7951)","","","description"
"H7961","","0","1)","quiet, at ease, prosperous","","","description"
"H7961","","1","1a)","at ease (of persons)","","","description"
"H7961","","2","1b)","quiet (of land)","","","lookup"
"H7961","","3","1c)","quiet, ease","","","lookup"
"H7961","","4","1d)","ease (subst)","","","lookup"
"H7965","","0","1)","completeness, soundness, welfare, peace","","","description"
"H7965","","1","1a)","completeness (in number)","","","lookup"
"H7965","","2","1b)","safety, soundness (in body)","","","description"
"H7965","","3","1c)","welfare, health, prosperity","","","lookup"
"H7965","","4","1d)","peace, quiet, tranquillity, contentment","","","description"
"H7965","","5","1e)","peace, friendship","","","lookup"
"H7965","","6","1e1)","of human relationships","","","lookup"
"H7965","","7","1e2)","with God especially in covenant relationship","","","description"
"H7965","","8","1f)","peace (from war)","","","lookup"
"H7965","","9","1g)","peace (as adjective)","","","lookup"
"H7971","","0","1)","to send, send away, let go, stretch out","","","description"
"H7971","","1","1a)","(Qal)","","","not applicable"
"H7971","","2","1a1)","to send","","","lookup"
"H7971","","3","1a2)","to stretch out, extend, direct","","","description"
"H7971","","4","1a3)","to send away","","","lookup"
"H7971","","5","1a4)","to let loose","","","lookup"
"H7971","","6","1b)","(Niphal) to be sent","","","description"
"H7971","","7","1c)","(Piel)","","","not applicable"
"H7971","","8","1c1)","to send off or away or out or forth, dismiss, give over, cast out","","","description"
"H7971","","9","1c2)","to let go, set free","","","description"
"H7971","","10","1c3)","to shoot forth (of branches)","","","description"
"H7971","","11","1c4)","to let down","","","lookup"
"H7971","","12","1c5)","to shoot","","","lookup"
"H7971","","13","1d)","(Pual) to be sent off, be put away, be divorced, be impelled","","","description"
"H7971","","14","1e)","(Hiphil) to send","","","lookup"
"H7980","","0","1)","to domineer, exercise power over, dominate, have mastery, be master, lord it over","","","description"
"H7980","","1","1a)","(Qal) to domineer, lord it over, become master","","","description"
"H7980","","2","1b)","(Hiphil)","","","not applicable"
"H7980","","3","1b1)","to give power of","","","description"
"H7980","","4","1b2)","to get mastery of","","","description"
"H7980","","5","","Aramaic equivalent: she.let (שְׁלֵט ""to rule"" H7981)","","","description"
"H7981","","0","1)","to have power, rule, domineer, rule over","","","description"
"H7981","","1","1a)","(P'al) have power upon or over, rule, fall upon, assault, be ruler","","","description"
"H7981","","2","1b)","(Aphel) make ruler","","","lookup"
"H7983","","0","","mastery, power","","","lookup"
"H7983","","1","","Aramaic equivalent: che.sen (חֵ֫סֶן ""authority"" H2632)","","","description"
"H7985","","0","1)","dominion, sovereignty","","","lookup"
"H7985","","1","1a)","dominion, sovereignty","","","lookup"
"H7985","","2","1b)","realm","","","lookup"
"H7989","","0","1)","having mastery, domineering, master","","","description"
"H7989","","1","1a)","having mastery","","","lookup"
"H7989","","2","1a1)","ruler (subst)","","","lookup"
"H7989","","3","1b)","domineering, imperious","","","lookup"
"H7989","","4","","Aramaic equivalent: shal.lit (שַׁלִּיט ""ruling"" H7990)","","","description"
"H7990","","0","1)","having mastery, having authority, ruling","","","description"
"H7990","","1","1a)","having or exercising mastery, ruling","","","description"
"H7990","","2","1b)","ruler (subst)","","","lookup"
"H7990","","3","1c)","having authority","","","lookup"
"H7990","","4","1c1)","it is authorised","","","lookup"
"H7993","","0","1)","to throw, cast, hurl, fling","","","description"
"H7993","","1","1a)","(Hiphil)","","","not applicable"
"H7993","","2","1a1)","to throw, cast, throw away, cast off, shed, cast down","","","description"
"H7993","","3","1a2)","to cast (lots) (fig)","","","description"
"H7993","","4","1b)","(Hophal)","","","not applicable"
"H7993","","5","1b1)","to be thrown, be cast","","","description"
"H7993","","6","1b2)","to be cast forth or out","","","description"
"H7993","","7","1b3)","to be cast down","","","description"
"H7993","","8","1b4)","to be cast (metaph)","","","description"
"H7997","","0","","(Qal) to draw out","","","description"
"H7998","","0","1)","prey, plunder, spoil, booty","","","description"
"H7998","","1","1a)","prey","","","lookup"
"H7998","","2","1b)","booty, spoil, plunder (of war)","","","description"
"H7998","","3","1c)","plunder (private)","","","lookup"
"H7998","","4","1d)","gain (meaning uncertain)","","","lookup"
"H7999","","0","1)","to be complete, be sound","","","description"
"H7999","","1","1a)","(Qal)","","","not applicable"
"H7999","","2","1a1)","to be complete, be finished, be ended","","","description"
"H7999","","3","1a2)","to be sound, be uninjured","","","description"
"H7999","","4","1b)","(Piel)","","","not applicable"
"H7999","","5","1b1)","to complete, finish","","","lookup"
"H7999","","6","1b2)","to make safe","","","lookup"
"H7999","","7","1b3)","to make whole or good, restore, make compensation","","","description"
"H7999","","8","1b4)","to make good, pay","","","description"
"H7999","","9","1b5)","to requite, recompense, reward","","","description"
"H7999","","10","1c)","(Pual)","","","not applicable"
"H7999","","11","1c1)","to be performed","","","lookup"
"H7999","","12","1c2)","to be repaid, be requited","","","description"
"H7999","","13","1d)","(Hiphil)","","","not applicable"
"H7999","","14","1d1)","to complete, perform","","","lookup"
"H7999","","15","1d2)","to make an end of","","","description"
"H7999","","16","","Aramaic equivalent: she.lam (שְׁלֵם ""be complete"" H8000)","","","description"
"H8000","","0","1)","to be complete, be finished, be sound","","","description"
"H8000","","1","1a)","(P'al) finished (participle)","","","lookup"
"H8000","","2","1b)","(Aphel) to finish, bring to an end, render in full","","","description"
"H8001","","0","","welfare, prosperity, peace, well-being","","","description"
"H8001","","1","","Aramaic of sha.lom (שָׁלוֹם "": peace"" H7965)","","","description"
"H8002","","0","1)","peace offering, requital, sacrifice for alliance or friendship","","","description"
"H8002","","1","1a)","voluntary sacrifice of thanks","","","description"
"H8003","","0","1)","complete, safe, peaceful, perfect, whole, full, at peace","","","description"
"H8003","","1","1a)","complete","","","lookup"
"H8003","","2","1a1)","full, perfect","","","lookup"
"H8003","","3","1a2)","finished","","","lookup"
"H8003","","4","1b)","safe, unharmed","","","lookup"
"H8003","","5","1c)","peace (of covenant of peace, mind)","","","description"
"H8003","","6","1c1)","perfect, complete (of keeping covenant relation)","","","description"
"H8034","","0","1)","name","","","lookup"
"H8034","","1","1a)","name","","","lookup"
"H8034","","2","1b)","reputation, fame, glory","","","lookup"
"H8034","","3","1c)","the Name (as designation of God)","","","description"
"H8034","","4","1d)","memorial, monument","","","lookup"
"H8034","","5","","Aramaic equivalent: shum (שֻׁם ""name"" H8036)","","","description"
"H8036","","0","","name","","","lookup"
"H8036","","1","","Aramaic of shem (שֵׁם ""name"" H8034)","","","description"
"H8047","","0","1)","waste, horror, appalment","","","lookup"
"H8047","","1","1a)","a waste (of land, city, etc)","","","description"
"H8047","","2","1b)","appalment, horror","","","lookup"
"H8055","","0","1)","to rejoice, be glad","","","description"
"H8055","","1","1a)","(Qal)","","","not applicable"
"H8055","","2","1a1)","to rejoice","","","lookup"
"H8055","","3","1a2)","to rejoice (arrogantly), exult (at)","","","description"
"H8055","","4","1a3)","to rejoice (religiously)","","","lookup"
"H8055","","5","1b)","(Piel) to cause to rejoice, gladden, make glad","","","description"
"H8055","","6","1c)","(Hiphil) to cause to rejoice, gladden, make glad","","","description"
"H8056","","0","1)","joyful, merry, glad","","","lookup"
"H8056","","1","1a)","joyful, showing joy","","","lookup"
"H8056","","2","1b)","you who rejoice (subst)","","","description"
"H8057","","0","1)","joy, mirth, gladness","","","lookup"
"H8057","","1","1a)","mirth, gladness, joy, gaiety, pleasure","","","description"
"H8057","","2","1b)","joy (of God)","","","lookup"
"H8057","","3","1c)","glad result, happy issue","","","description"
"H8058","","0","1)","to release, let drop or loose or rest or fall","","","description"
"H8058","","1","1a)","(Qal) to let drop or fall","","","description"
"H8058","","2","1b)","(Niphal) to be made to fall down, be thrown down","","","description"
"H8058","","3","1c)","(Hiphil)","","","not applicable"
