id,strong,mounce_parsed,row_type,deleted
411044,G4806,to make alive with (someone),description,0
411045,G4830,"sharing with, being partner with, derived from the Greek verb ""to share in the possession of something,"" not found in the NT sharer",description,0
411046,G4847,fellow citizen,lookup,0
411047,G4883,"(passive) to be joined together, fit together join",description,0
411048,G4891,to raise up with,description,0
411049,G5190,"Tychicus, ""good fortune""",lookup,0
411050,G5215,"hymn, song of praise",description,0
411051,G5231,"far above, high above",description,0
411052,G5603,song,lookup,0
411053,G0138,to choose,lookup,0
411054,G0170,"to have no opportunity, have no time",description,0
411055,G0666,absence,lookup,0
411056,G0725,something to hold onto,description,0
411057,G0872,- to consider attentively,lookup,0
411058,G0951,confirmation,lookup,0
411059,G1104,"- genuinely, i.e. really",lookup,0
411060,G1394,"gift, act of giving",description,0
411061,G1815,resurrection,lookup,0
411062,G1891,"Epaphroditus, ""handsome""",lookup,0
411063,G1901,"to strain toward, stretch outreach",description,0
411064,G2088,- differently,lookup,0
411065,G2136,"- fine travelling; Euodia, a Christian woman",description,0
411066,G2163,"admirable, appealing, praiseworthy commendable",description,0
411067,G2539,though,lookup,0
411068,G2541I,Caesar,lookup,0
411069,G2709,"under the earth, subterranean; this may refer to the dead as a class of people, which generally are regarded as inhabiting the underworld. It is likely a more general term than the specific names for the abode of the dead: Hades, Gehenna, Tartaros, etc.",description,0
411070,G2771,"gain, profit",lookup,0
411071,G2815,"Clement, ""mild""",lookup,0
411072,G3028,receiving,lookup,0
411073,G3171,greatly,lookup,0
411074,G3453,(passive) to learn a secret instruct,description,0
411075,G3851,"to risk, expose to danger",description,0
411076,G3897,"(adv.) almost, nearly",lookup,0
411077,G4175,citizenship,lookup,0
411078,G4297,"progress, advancement",lookup,0
411079,G4426,(passive) to be frightened frighten,description,0
411080,G4649,goal,lookup,0
411081,G4657,"rubbish, refuse, dung; this can refer to any of a number of rotten, decaying things, all that is worth getting rid of",description,0
411082,G4689,(passive) to be poured out like a drink offering pour,description,0
411083,G4708,"earnestly, zealously, with vigor; (compar.) all the more eager, with special urgency eagerly",description,0
411084,G4805,"yokefellow, comrade",lookup,0
411085,G4831,fellow imitator,lookup,0
411086,G4941,"Syntyche, ""coincidence, success""",lookup,0
411087,G4961,fellow soldier,lookup,0
411088,G5251,to exalt to the highest place,description,0
411089,G5374,Philippian,lookup,0
411090,G5458,"star; brilliance, splendor light",description,0
411091,G0148,"filthy language, vulgar speech",description,0
411092,G0431,cousin,lookup,0
411093,G0466,"to fill up, complete",description,0
411094,G0469,"reward, repayment",lookup,0
411095,G0554,"to take off, disarm",description,0
411096,G0555,"removal, putting off",lookup,0
411097,G0671,"using up, consumption",lookup,0
411098,G0751,"Archippus, ""master of the horse""",description,0
411099,G0857,"harsh treatment, unsparing",lookup,0
411100,G1018,to rule,lookup,0
411101,G1214,"Demas, ""common folks""",lookup,0
411102,G1379,"(passive) to submit to a rule, regulation",description,0
411103,G1687,to go into great detail about investigate,description,0
411104,G1889,"Epaphras, ""handsome""",lookup,0
411105,G2245,"how much, how great, how large",description,0
411106,G2404,"Hierapolis, ""[pagan] sacred city""",description,0
411107,G2424J,"Jesus, Joshua, ""Yahweh saves""",description,0
411108,G2459H,"Justus, ""just""",lookup,0
411109,G2603,"to disqualify for a prize, decide against",description,0
411110,G2857G,Colosse,lookup,0
411111,G2858,Colossian,lookup,0
411112,G2993,Laodicea,lookup,0
411113,G2994,Laodicean,lookup,0
411114,G3065,Luke,lookup,0
411115,G3334,"(passive) to be moved, removed, shifted from move",description,0
411116,G3561,New Moon Celebration,lookup,0
411117,G3564,Nympha,lookup,0
411118,G3682,"Onesimus, ""useful""",lookup,0
411119,G3707,"pertaining to things visible, things seen",description,0
411120,G3884,"to deceive, delude",lookup,0
411121,G4086,"fine-sounding arguments, persuasive speech, a plausible yet false argument, persuasion",description,0
411122,G4136,"full assurance, certainty, conviction",description,0
411123,G4140,"indulgence, gratification",lookup,0
411124,G4146,"richly, generously, abundantly",lookup,0
411125,G4338,to nail to,lookup,0
411126,G4658,Scythian,lookup,0
411127,G4733,"firmness, steadfastness",lookup,0
411128,G4812,to capture,lookup,0
411129,G5047,"perfection, maturity, completeness",lookup,0
411130,G5227,"opposing, being against; (n.) enemy",description,0
411131,G5385,"philosophy, human wisdom",lookup,0
411132,G5498,"written code, record of debt",description,0
411133,G0274,faultlessly-,lookup,0
411134,G0743,archangel,lookup,0
411135,G0813,"- unarranged, i.e. (by implication) insubordinate (religiously)",description,0
411136,G1559,"to drive out, persecute (severely)",description,0
411137,G1837,"(passive) to ring out, be caused to sound out",description,0
411138,G2312,taught by God divinely instructed,description,0
411139,G2752,"(loud) command, signal",lookup,0
411140,G2850,flattery,lookup,0
411141,G3642,"timid, fainthearted, discouraged",lookup,0
411142,G3651,"through and through, wholly, completely",description,0
411143,G4035,"to be left, remain",description,0
411144,G4525,"(passive) to be unsettled, disturbed shake",description,0
411145,G4853,"(plural) one’s own countrymen, peoplecountryman",description,0
411146,G5105,"therefore, then",lookup,0
411147,G5162,"mother, nurse",lookup,0
411148,G6087,"beyond measure, exceedingly; superabundantly",description,0
411149,G0814,"idly, irresponsibly",lookup,0
411150,G1730,"evidence, plain indication",lookup,0
411151,G1997,"gathering, meeting, assembling",lookup,0
411152,G2015,"appearing, appearance; usually referring to the return of Christ, cf. the English word ""epiphany""",description,0
411153,G3401,"to imitate, follow an example, use as a model",description,0
411154,G4593,(middle) to take special note of,description,0
411155,G5099,"to pay (a price or penalty), in context the penalty is suffering",description,0
411156,G5232,"to grow more and more, increase abundantly",description,0
411157,G0083,uncertainty,lookup,0
411158,G0127,"decency, modesty",lookup,0
411159,G0223J,"Alexander, ""defender of men""",description,0
411160,G0247,differently,lookup,0
411161,G0269,"peaceable, not quarrelsome, without conflict",description,0
411162,G0287,"repayment, recompense",lookup,0
411163,G0405,"slave trader, kidnapper",lookup,0
411164,G0409,murderer,lookup,0
411165,G0423,"above reproach, not open to blame",description,0
411166,G0462,"unholy, wicked",lookup,0
411167,G0477,"opposition, objection",lookup,0
411168,G0487,ransom; the purchase price to bring liberation from oppression; it is the means to redemption. This refers to Jesus (in person and work) as the price of salvation,description,0
411169,G0562,"endless, unlimited",lookup,0
411170,G0594,"acceptance, approval",lookup,0
411171,G0597,to store up treasure,description,0
411172,G0619,"enjoyment, pleasure",lookup,0
411173,G0676,unapproachable,lookup,0
411174,G0784,"without spot, defect or blemish",description,0
411175,G0795,"to wander away, miss the mark; to turn to, deviate from",description,0
411176,G0898,"standing, rank",lookup,0
411177,G0952,"godless, irreligious, profane, worldly",description,0
411178,G1019,"to delay, hesitate",lookup,0
411179,G1036,(act.) to plunge; (passive) to sink,description,0
411180,G1076,"genealogy, lineage",lookup,0
411181,G1126,old wives’ tale,lookup,0
411182,G1128,"to train, exercise",lookup,0
411183,G1129,"training, exercise",lookup,0
411184,G1226,"to confidently affirm, stress, insist on",description,0
411185,G1236,"to live, conduct one’s life",description,0
411186,G1305,"food, sustenance",lookup,0
411187,G1317,"able to teach, skillful at instructing",description,0
411188,G1351,"insincere, double-tongued",lookup,0
411189,G1376,persecutor,lookup,0
411190,G1477,foundation,lookup,0
411191,G1549,(n.) grandchild,lookup,0
411192,G1624,"to turn away, wander away from; be disabled",description,0
411193,G1884,"to help, aid",lookup,0
411194,G1965,"perjured; as a noun, perjurer",description,0
411195,G1969,"to rebuke, strike at",description,0
411196,G2085,"to teach false doctrine, teach heresy",description,0
411197,G2130,generous,lookup,0
411198,G2272,quiet,lookup,0
411199,G2639,"to put on a list, enroll, selectenrol",description,0
411200,G2689,"appearance, behaviorbehaviour",lookup,0
411201,G2743,to brand,lookup,0
411202,G2757,"chatter, empty talk",lookup,0
411203,G2783,"herald, preacher, proclaimer",lookup,0
411204,G2843,"willing to share, generous",description,0
411205,G2887,"respectable, honorable",lookup,0
411206,G2938,"creature, created thing",lookup,0
411207,G3336,"receiving, sharing with",lookup,0
411208,G3389,"- a mother-thresher, i.e. matricide",description,0
411209,G3443,(passive) to be leftleave alone,description,0
411210,G3454,"myth, story, tale",lookup,0
411211,G3504,"newly converted, a figurative extension of a new plant, not found in the NT novice",description,0
411212,G3545,"properly, in accordance to the rules lawfully",description,0
411213,G3580,to show hospitality,lookup,0
411214,G3616,to manage one’s home,description,0
411215,G3672,"beyond all question, most certainly assuredly",description,0
411216,G3872,deposit,lookup,0
411217,G3943,"drunken, given to drunkenness",description,0
411218,G3964,- a parricide,lookup,0
411219,G4044,to pierce,lookup,0
411220,G4117,something braided or woven,description,0
411221,G4131,"violent man, bully",lookup,0
411222,G4200,means of gain,lookup,0
411223,G4269,"(plural) parents, forefathers, ancestors parent",description,0
411224,G4271,"obvious, clear, evident",lookup,0
411225,G4299,"partiality, discrimination, prejudice",lookup,0
411226,G4346,"summons, invitation partiality",lookup,0
411227,G4490,"clearly, exactly",lookup,0
411228,G4629,"clothing, covering; this can refer to shelter or personal covering",description,0
411229,G4684,"to live in pleasure, in self-indulgence indulge",description,0
411230,G4751,stomach,lookup,0
411231,G5041,"to have children, bear a child",description,0
411232,G5042,childbearing,lookup,0
411233,G5044,to bring upraise children,description,0
411234,G5202,to drink water (exclusively),description,0
411235,G5211,"Hymenaeus, ""of [pagan god] Hymen""",description,0
411236,G5250,to be (greatly) abundant abound,description,0
411237,G5283,suspicion,lookup,0
411238,G5296,"example, pattern",lookup,0
411239,G5382,hospitable,lookup,0
411240,G5397,gossipy,lookup,0
411241,G5624,"valuable, useful, profitable",lookup,0
411242,G6027,"speculation, subtle inquiry",lookup,0
411243,G0072,"way of life, personal conduct",description,0
411244,G0171,"out of season, lack of a favorable opportunity",description,0
411245,G0329,"to fan a flame, rekindle",description,0
411246,G0359,departure (death),lookup,0
411247,G0366,to come to one’s senses,description,0
411248,G0404,"to refresh, revive",lookup,0
411249,G0422,unashamed,lookup,0
411250,G0434,"brutal, savage",lookup,0
411251,G0475,to oppose,lookup,0
411252,G0521,"stupid, uneducated",lookup,0
411253,G0665,"to have nothing to do with, turn away from completely, avoid",description,0
411254,G0739,"thorough, complete, capable, proficient, able to meet all demands",description,0
411255,G0957,"having a detailed knowledge, translated ""better, very well""",description,0
411256,G1044,gangrene,lookup,0
411257,G1114,imposter,lookup,0
411258,G1149,"Dalmatia, ""deceitful""",lookup,0
411259,G1552,"clear, very evident, plain",description,0
411260,G1707,"(middle/passive) to be involved in, become entangled",description,0
411261,G1744,"to worm one’s way, creep in sneak",description,0
411262,G1882,correcting,lookup,0
411263,G2002,"to gather a great number, accumulate",description,0
411264,G2061,"Hermogenes, ""born of Hermes""",description,0
411265,G2103,"Eubulus, ""good counsel""",lookup,0
411266,G2131G,"Eunice, ""good victory""",lookup,0
411267,G2153,in a godly manner piously,description,0
411268,G2173,"useful, helpful, serviceable",lookup,0
411269,G2315,"God-breathed, inspired by God, referring to a communication from deity",description,0
411270,G2387,Jambres,lookup,0
411271,G2389,Jannes,lookup,0
411272,G2591,"- Carpus, probably a Christian",description,0
411273,G2803,"Claudia, [possibly] ""lame""",lookup,0
411274,G2833,(passive) to feel an itch,description,0
411275,G2913,"Crescens, ""increasing""",lookup,0
411276,G3023,lion,lookup,0
411277,G3044,Linus,lookup,0
411278,G3090,"- Lois, a Christian woman",description,0
411279,G3125,grandmother,lookup,0
411280,G3200,"parchment, a fine animal leather specially prepared for use in making scrolls",description,0
411281,G3368,never,lookup,0
411282,G3512,"pertaining to youth, youthful",description,0
411283,G3585,"made of wood, wooden",description,0
411284,G3683,"Onesiphorus, ""one bringing usefulness""",description,0
411285,G3866,"deposit, thing entrusted to",description,0
411286,G4227,"Pudens, ""modest""",lookup,0
